TransactionId,Voucher,Amount (Original),Amount (Base USD),Amount (Base),Currency (Original),Account Code,HFM Account,Journal Type,Journal Desc,Customer or Supplier,Transaction Date,Transaction Entered By,Transaction Entered Date,Transaction Updated By,Transaction Updated Date,COY_ID,Entity Name,Vessel AUX,Reference,Updated in ODP,Transaction Open,Transaction Text
VGR406191380,259473V7,-213.18,-151.13,-213.18,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Kiranraj Bhat,52:22.0,Mini Nair,19:58.6,,,,,03:48.5,Yes,Prepayment CBL Aircon Engineering Pte Ltd CBL2022-300939
VGR724213827,259488V7,113.06,84.2,113.06,SGD,5020400,IS311110,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,28:05.3,Mini Nair,15:15.7,,,,,03:48.5,Yes,Prepayment Chubb Insurance Singapore Limited 2525708
VGR722512769,259474V7,-2.34,-1.83,-2.34,USD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,13:45.3,Mini Nair,20:25.9,,,,,03:48.5,Yes,Prepayment IT Infrastructure VPSS-2024-2585
VGR723404433,259475V7,-474.73,-358.45,-474.73,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,41:05.5,Mini Nair,21:04.0,,,,,03:48.5,Yes,Prepayment AIG ASIA PACIFIC INSURANCE PTE LTD 1000188554/ 9000/ 000
VGR406191381,259473V7,213.18,151.13,213.18,SGD,5210100,IS332100,JV,Journal Voucher,,31-08-2025,Kiranraj Bhat,52:22.0,Mini Nair,19:58.7,,,,,03:48.5,Yes,Prepayment CBL Aircon Engineering Pte Ltd CBL2022-300939
VGR724213826,259488V7,-113.06,-84.2,-113.06,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,28:05.3,Mini Nair,15:15.7,,,,,03:48.5,Yes,Prepayment Chubb Insurance Singapore Limited 2525708
VGR722512770,259474V7,2.34,1.83,2.34,USD,5820200,IS353210,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,13:45.3,Mini Nair,20:25.9,,,,,03:48.5,Yes,Prepayment IT Infrastructure VPSS-2024-2585
VGR723404434,259475V7,474.73,358.45,474.73,SGD,5400500,IS354600,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,41:05.5,Mini Nair,21:04.0,,,,,03:48.5,Yes,Prepayment AIG ASIA PACIFIC INSURANCE PTE LTD 1000188554/ 9000/ 000
VGR726194022,259476V7,54.35,40.25,54.35,SGD,5349500,IS346200,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,55:33.3,Mini Nair,21:13.5,,,,,03:48.5,Yes,Prepayment MITSUI SOKO SINGAPORE SSMRM25010101A
VGR729114548,259496V7,977.78,747.25,977.78,USD,5330100,IS344300,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,02:56.6,Mini Nair,04:32.2,,,,,03:48.5,Yes,Prepayment IT Infrastructure VPSS-2025-2909
VGR730780992,259094V7,-2880,-2257.05,-2880,SGD,5345000,IS345500,RV,Journal Voucher (Reversing),,01-08-2025,Savita Gaikwad,03:54.8,Mini Nair,23:23.9,,,,,03:48.5,Yes,Accrual for the month of July 25
VGR730914016,259198V7,-1084.27,-840,-1084.27,USD,4000150,IS111800,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,01-08-2025,Savita Gaikwad,33:36.0,Savita Gaikwad,33:36.0,,,OTIANC,,03:48.5,Yes,POST FIXTURE
VGR730883878,259093V7,-2880,-2257.05,-2880,SGD,5345000,IS345500,RV,Journal Voucher (Reversing),,01-08-2025,Savita Gaikwad,34:08.8,Mini Nair,23:05.8,,,,,03:48.5,Yes,Cleaning cost accrual P07
VGR730914020,259200V7,-1084.27,-840,-1084.27,USD,4000150,IS111800,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,01-08-2025,Savita Gaikwad,33:36.0,Savita Gaikwad,33:36.0,,,OCNADR,,03:48.5,Yes,POST FIXTURE
VGR730914032,259206V7,-1613.5,-1250,-1613.5,USD,4000150,IS111800,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,01-08-2025,Savita Gaikwad,33:36.0,Savita Gaikwad,33:36.0,,,APCALC,,03:48.5,Yes,POST FIXTURE
VGR730992907,259243V7,1343.01,1040.45,1343.01,SGD,1211021,BS28200,BV,Bank Voucher,,01-08-2025,Nishant Jain,52:25.4,Nishant Jain,52:25.4,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR726893137,259484V7,127.4,94.83,127.4,SGD,5820200,IS353210,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,13:22.0,Mini Nair,06:01.0,,,,,03:48.5,Yes,Prepayment SINGAPORE MARITIME EMPLOYERS FEDERATION 2025-15
VGR731171632,AUTO,50.79,39.35,50.79,SGD,1211021,BS28200,SR,Sales Receipt,,08-08-2025,Nishant Jain,02:08.2,Nishant Jain,02:08.2,,,,,03:48.5,Yes,SINAR TERNATE
VGR731171642,259291V7,-50.79,-39.35,-50.79,SGD,1211021,BS28200,BV,Bank Voucher,,08-08-2025,Nishant Jain,02:45.8,Nishant Jain,02:45.8,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731185293,259283V7,449,347.85,449,SGD,7440210,IS201090,MI,Purchase Invoice,TIMES SOFTWARE PTE LTD,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,22:18.9,,,,IN2508-00377,03:48.5,Yes,Monthly Subscription Fees -Jul'25
VGR731185303,259256V7,2880,2231.17,2880,SGD,5345000,IS345500,MI,Purchase Invoice,PENIEL CLEANING PTE. LTD.,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:45.6,,,,2508165,03:48.5,Yes,Cleaning & Maintanance Service- Aug 25
VGR731278118,259326V7,2880,2231.17,2880,SGD,5345000,IS345500,MI,Purchase Invoice,PENIEL CLEANING PTE. LTD.,14-08-2025,Ketan Chinchankar,34:50.3,girisha shirke,43:45.6,,,,2507166,03:48.5,Yes,Cleaning & Maintanance Service- Jul 25
VGR731331380,AUTO,504.72,391.01,504.72,SGD,1211021,BS28200,SR,Sales Receipt,,14-08-2025,Nishant Jain,21:13.5,Nishant Jain,21:13.5,,,,,03:48.5,Yes,BRASSAVOLA
VGR731331609,259365V7,-504.72,-391.01,-504.72,SGD,1211021,BS28200,BV,Bank Voucher,,14-08-2025,Nishant Jain,30:20.4,Nishant Jain,30:20.5,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731340012,259370V7,-1343.01,-1040.45,-1343.01,SGD,1211021,BS28200,BV,Bank Voucher,,01-08-2025,Amol Kunkerkar,03:11.7,Amol Kunkerkar,03:11.7,,,,,03:48.5,Yes,OFFICE PHONE SYSTEM
VGR731400566,259377V7,-2489.07,-1928.32,-2489.07,SGD,1211021,BS28200,BV,Bank Voucher,,19-08-2025,Kirankumari Sandel,30:23.0,Kirankumari Sandel,30:23.1,,,,,03:48.5,Yes,VSAG - CASH POOLING
VGR731400622,AUTO,44.8,34.71,44.8,SGD,1211021,BS28200,SR,Sales Receipt,,19-08-2025,Kirankumari Sandel,31:16.1,Kirankumari Sandel,31:16.1,,,,,03:48.5,Yes,ASIA INSPIRE
VGR731400692,AUTO,650.47,503.93,650.47,SGD,1211021,BS28200,SR,Sales Receipt,,19-08-2025,Kirankumari Sandel,31:41.0,Kirankumari Sandel,31:41.0,,,,,03:48.5,Yes,ASIA UNITY
VGR731400788,AUTO,1793.8,1389.68,1793.8,SGD,1211021,BS28200,SR,Sales Receipt,,19-08-2025,Kirankumari Sandel,36:00.2,Kirankumari Sandel,36:00.2,,,,,03:48.5,Yes,ASIA LIBERTY
VGR731418099,259332V7,50.26,38.94,50.26,SGD,5310100,IS342200,MI,Purchase Invoice,UNITED PARCEL SERVICE (S) PTE LTD,21-08-2025,Ketan Chinchankar,34:34.8,girisha shirke,52:17.3,,,,1.00E+11,03:48.5,Yes,COURIER EXPS JULY'2025
VGR731418100,259331V7,84.12,65.17,84.12,SGD,5310100,IS342200,MI,Purchase Invoice,UNITED PARCEL SERVICE (S) PTE LTD,21-08-2025,Ketan Chinchankar,34:34.8,girisha shirke,52:17.3,,,,1.00E+11,03:48.5,Yes,COURIER EXPS JULY'2025
VGR731418101,259330V7,17.34,13.43,17.34,SGD,5310100,IS342200,MI,Purchase Invoice,UNITED PARCEL SERVICE (S) PTE LTD,21-08-2025,Ketan Chinchankar,34:34.8,girisha shirke,52:17.3,,,,1.00E+11,03:48.5,Yes,COURIER EXPS JULY'2025
VGR731418103,259329V7,33.27,25.77,33.27,SGD,5310100,IS342200,MI,Purchase Invoice,UNITED PARCEL SERVICE (S) PTE LTD,21-08-2025,Ketan Chinchankar,34:34.8,girisha shirke,52:17.3,,,,1.00E+11,03:48.5,Yes,COURIER EXPS JUNE'2025
VGR731418104,259328V7,48.35,37.46,48.35,SGD,5310100,IS342200,MI,Purchase Invoice,UNITED PARCEL SERVICE (S) PTE LTD,21-08-2025,Ketan Chinchankar,34:34.8,girisha shirke,52:17.3,,,,1.00E+11,03:48.5,Yes,COURIER EXPS JUNE'2025
VGR731418105,259327V7,35.61,27.59,35.61,SGD,5310100,IS342200,MI,Purchase Invoice,UNITED PARCEL SERVICE (S) PTE LTD,21-08-2025,Ketan Chinchankar,34:34.8,girisha shirke,52:17.3,,,,1.00E+11,03:48.5,Yes,COURIER EXPS JUNE'2025
VGR731428678,259351V7,15,11.62,15,USD,5310100,IS342200,MI,Purchase Invoice,Belships Management (Singapore) Pte Ltd,12-08-2025,Amol Kunkerkar,37:59.0,Amol Kunkerkar,37:59.7,,,,BMPL-2025-1829,03:48.5,Yes,FAZT SERVICES-Being courier services rendered for JULY 2025-VSA
VGR731530375,259499V7,3090.27,2394.07,3090.27,JPY,5810100,IS352310,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,25:26.0,Mini Nair,15:26.9,,,,,03:48.5,Yes,Prepayment HIROYOSHI NOSU 4-2025
VGR731535328,259528V7,2880,2231.17,2880,SGD,5345000,IS345500,JV,Journal Voucher,,26-08-2025,Savita Gaikwad,54:34.5,Mini Nair,00:10.1,,,,,03:48.5,Yes,Reversal of accrual P07
VGR731536343,259527V7,2907.95,2252.83,2907.95,SGD,5900910,IS511112,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:10.0,,,,P08-IFRS 16,03:48.5,Yes,VSA_5 Dep'n charge for Rent P08
VGR731536347,259527V7,1282.86,993.85,1282.86,SGD,5900910,IS511112,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:10.0,,,,P08-IFRS 16,03:48.5,Yes,VSA_4 Dep'n charge for Rent P08- Additional VSA 6
VGR731536351,259527V7,245.64,190.3,245.64,SGD,5900910,IS511112,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:10.0,,,,P08-IFRS 16,03:48.5,Yes,VSA_4 Dep'n charge for Reinstatement P08
VGR731536353,259527V7,42829.25,33180.39,42829.25,SGD,5900910,IS511112,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:10.0,,,,P08-IFRS 16,03:48.5,Yes,VSA_4 Dep'n charge for Rent P08
VGR731536361,259527V7,1910.28,1479.92,1910.28,SGD,5900910,IS511112,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:09.9,,,,P08-IFRS 16,03:48.5,Yes,VSA_5 ROU Amortisation - P08
VGR731536363,259527V7,331.3,256.66,331.3,SGD,5952313,IS611614,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:10.1,,,,P08-IFRS 16,03:48.5,Yes,VSA_7 Int Exp P08
VGR731538921,259429V7,3504.24,2714.78,3504.24,SGD,3122200,BS32200,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:44.0,,,,PR-Aug'25,03:48.5,Yes,P07 2025 Flexi payment
VGR731538922,259429V7,-6295.83,-4877.46,-6295.83,SGD,3122200,BS32200,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:44.0,,,,PR-Aug'25,03:48.5,Yes,P07 2025 Flexi Provision
VGR731538923,259429V7,-1767.33,-1369.17,-1767.33,SGD,3122200,BS32200,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:43.9,,,,PR-Aug'25,03:48.5,Yes,Aug'25  CPF AWS Provision  
VGR731538924,259429V7,-27771.38,-21514.86,-27771.38,SGD,3122200,BS32200,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:43.9,,,,PR-Aug'25,03:48.5,Yes,Aug'25  AWS Provision  
VGR731579690,259385V7,55.05,42.65,55.05,SGD,5310100,IS342200,MI,Purchase Invoice,OCS COURIER SERVICES PTE LTD ,28-08-2025,Amol Kunkerkar,02:13.1,girisha shirke,57:36.7,,,,S38106033,03:48.5,Yes,COURIER CHARGES FOR JULY'25
VGR731579712,259413V7,2036.08,1577.38,2036.08,SGD,5343000,IS345300,MI,Purchase Invoice,SP SERVICES LTD,11-08-2025,Amol Kunkerkar,02:34.5,girisha shirke,25:11.9,,,,8949657798-2025-08,03:48.5,Yes,ELECTRIC CHARGES-09/07/2025-10/08/2025
VGR731593585,259468V7,-52546.5,-40708.48,-52546.5,SGD,1211021,BS28200,BV,Bank Voucher,,27-08-2025,girisha shirke,33:41.5,girisha shirke,33:41.5,,,,,03:48.5,Yes,CPF BOARD- CPF BOARD FOR AUGUST'25
VGR731619683,AUTO,54.68,42.36,54.68,SGD,1211021,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,30:32.2,Nishant Jain,30:32.2,,,,,03:48.5,Yes,LADY OF DORIA
VGR731659443,259526V7,187959.76,145614.94,187959.76,SGD,7061100,IS211100,JV,Journal Voucher,,29-08-2025,Savita Gaikwad,35:35.5,rehman shaikh,27:30.6,,,,,03:48.5,Yes,Contra to COS P08
VGR731660625,259529V7,5021,3889.84,5021,SGD,7061100,IS211100,JV,Journal Voucher,,29-08-2025,Savita Gaikwad,47:10.1,Mini Nair,00:23.5,,,,,03:48.5,Yes,Rohit Talwar & Mario cost reclass standalone adj..
VGR731664951,AUTO,52.8,40.9,52.8,SGD,1211021,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,48:15.9,Nishant Jain,48:15.9,,,,,03:48.5,Yes,BRASSAVOLA
VGR731664956,AUTO,662.21,513.02,662.21,SGD,1211021,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,48:45.4,Nishant Jain,48:45.4,,,,,03:48.5,Yes,OCEANIC ETHER
VGR731681084,259521V7,2340.98,1813.59,2340.98,SGD,5810200,IS352200,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:50.9,Mini Nair,11:43.1,,,,,03:48.5,Yes,Reclass to tax expenses
VGR729826363,259494V7,242.4,187.99,242.4,SGD,5100600,IS324000,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,07:37.3,Mini Nair,39:27.4,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826380,259493V7,242.4,187.99,242.4,SGD,5100600,IS324000,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,08:22.0,Mini Nair,38:49.4,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826445,259497V7,242.4,187.99,242.4,SGD,5100600,IS324000,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,08:59.8,Mini Nair,05:28.8,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826457,259502V7,242.4,187.99,242.4,SGD,5100600,IS324000,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,09:37.3,Mini Nair,18:47.8,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826514,259498V7,242.4,187.99,242.4,SGD,5100600,IS324000,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,10:45.7,Mini Nair,15:06.6,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR730914024,259202V7,-1613.5,-1250,-1613.5,USD,4000150,IS111800,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,01-08-2025,Savita Gaikwad,33:36.0,Savita Gaikwad,33:36.0,,,SCALLI,,03:48.5,Yes,POST FIXTURE
VGR731710920,AUTO,575.52,445.86,575.52,SGD,1211021,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,12:15.5,Nishant Jain,12:15.5,,,,,03:48.5,Yes,KK MARLIN
VGR731710944,259510V7,-575.52,-445.86,-575.52,SGD,1211021,BS28200,BV,Bank Voucher,,29-08-2025,Nishant Jain,13:24.7,Nishant Jain,13:24.7,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731714387,259512V7,-715.01,-553.93,-715.01,SGD,1211021,BS28200,BV,Bank Voucher,,28-08-2025,Nishant Jain,43:00.0,Nishant Jain,43:00.1,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731715707,259516V7,52491.82,40666.11,52491.82,SGD,1211021,BS28200,BV,Bank Voucher,,27-08-2025,Nishant Jain,04:49.6,Nishant Jain,04:49.7,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR730631347,258931V7,5025.63,3938.58,5025.63,SGD,1244130,BS22500,MI,Purchase Invoice,HONG FOK COMMERCIAL PTE LTD,01-08-2025,Amol Kunkerkar,44:36.6,girisha shirke,15:18.5,,,,10014394,03:48.5,Yes,GST 9%
VGR731180627,259379V7,41.67,32.28,41.67,SGD,1244130,BS22500,JV,Journal Voucher,,11-08-2025,Savita Gaikwad,46:08.7,Mini Nair,11:51.4,,,,,03:48.5,Yes,TWDS Deck officer course-16-18 June 25-John Paolo.
VGR731185292,259283V7,40.41,31.31,40.41,SGD,1244130,BS22500,MI,Purchase Invoice,TIMES SOFTWARE PTE LTD,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,22:18.9,,,,IN2508-00377,03:48.5,Yes,GST INPUT - SGD
VGR730631348,258931V7,46030.6,36074.14,46030.6,SGD,3209000,BS41662,MI,Purchase Invoice,HONG FOK COMMERCIAL PTE LTD,01-08-2025,Amol Kunkerkar,44:36.6,girisha shirke,15:18.5,,,,10014394,03:48.5,Yes,RENT - AUG'25 - CONCOURSE 21-03/05
VGR726893183,259485V7,1548.69,1152.81,1548.69,SGD,5020400,IS311110,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,15:04.9,Mini Nair,06:10.1,,,,,03:48.5,Yes,Prepayment HSBC LIFE (SINGAPORE) PTE. LTD 499909-A
VGR730772570,259500V7,114.66,89.86,114.66,SGD,5820200,IS353210,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,12:58.2,Mini Nair,15:35.7,,,,,03:48.5,Yes,Prepayment SINGAPORE BUSINESS FEDERATION 25021240
VGR731185296,259257V7,29.18,22.61,29.18,JPY,5310000,IS342100,MI,Purchase Invoice,HIROYOSHI NOSU,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,46:32.3,,,,EXPENSES-JUN+JUL'25,03:48.5,Yes,SETTLEMENT OF EXPENSES JUN & JUL 2025-POSTAGE
VGR731185298,259260V7,204.43,158.37,204.43,SGD,1244130,BS22500,MI,Purchase Invoice,MITSUI SOKO SINGAPORE,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:47.7,,,,SSMRM25070516A,03:48.5,Yes,GST 9%
VGR731185300,259259V7,45.72,35.42,45.72,SGD,1244130,BS22500,MI,Purchase Invoice,MITSUI SOKO SINGAPORE,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:47.7,,,,SSMRM25070517A,03:48.5,Yes,GST 9%
VGR731185302,259256V7,259.2,200.81,259.2,SGD,1244130,BS22500,MI,Purchase Invoice,PENIEL CLEANING PTE. LTD.,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:45.6,,,,2508165,03:48.5,Yes,GST 9%
VGR731185304,259254V7,3.87,3,3.87,SGD,1244130,BS22500,MI,Purchase Invoice,PARKWAY SHENTON PTE LTD,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:46.2,,,,SMG261113,03:48.5,Yes,GST 9%
VGR731185306,259250V7,69.12,53.55,69.12,SGD,1244130,BS22500,MI,Purchase Invoice,SPTEL Pte Ltd,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:46.1,,,,SPT2614718-0016,03:48.5,Yes,GST 9%
VGR731278117,259326V7,259.2,200.81,259.2,SGD,1244130,BS22500,MI,Purchase Invoice,PENIEL CLEANING PTE. LTD.,14-08-2025,Ketan Chinchankar,34:50.3,girisha shirke,43:45.6,,,,2507166,03:48.5,Yes,GST 9%
VGR731278120,259325V7,211.69,164,211.69,SGD,1244130,BS22500,MI,Purchase Invoice,Rapid Recruitment Asia Pte Ltd,14-08-2025,Ketan Chinchankar,34:50.3,girisha shirke,43:46.1,,,,IV 2507130,03:48.5,Yes,GST 9%
VGR731278121,259325V7,1176.06,911.11,1176.06,SGD,5101300,IS302500,MI,Purchase Invoice,Rapid Recruitment Asia Pte Ltd,14-08-2025,Ketan Chinchankar,34:50.3,girisha shirke,43:46.1,,,,IV 2507130,03:48.5,Yes,TWD TEMPORARY PLACEMENT- JUL 2025-Nur Elfysha Binte
VGR731278124,259320V7,109.27,84.65,109.27,SGD,1244130,BS22500,MI,Purchase Invoice,Singtel,14-08-2025,Ketan Chinchankar,34:50.3,girisha shirke,55:55.3,,,,154,03:48.5,Yes,"GST 9%
"
VGR731400181,259374V7,1800,1394.48,1800,SGD,3122500,BS32650,BV,Bank Voucher,,18-08-2025,girisha shirke,15:42.3,girisha shirke,15:42.3,,,,,03:48.5,Yes,MINISTRY OF MANPOWER 201129643C-PTE-01-AUGUST'25
VGR731418106,259321V7,10.53,8.16,10.53,SGD,1244130,BS22500,MI,Purchase Invoice,Singtel,21-08-2025,Ketan Chinchankar,34:34.8,Ketan Chinchankar,34:34.8,,,,0154-Aug'25,03:48.5,Yes,"GST 9%
"
VGR731422940,259353V7,1835.52,1422,1835.52,USD,4900450,IS501100,MI,Purchase Invoice,V.SHIPS SHIP MANAGEMENT INDIA PRIVATE LIMITED (NEW),12-08-2025,Amol Kunkerkar,22:29.3,Amol Kunkerkar,22:29.4,VSERGSM0283,CHEN -V SHIPS SHIP MANAGEMENT INDIA PRIVATE LTD,,CHEN-2025-859,03:48.5,Yes,VSAG-V Way Aug 2025
VGR731422949,259334V7,100096.38,77546,100096.38,USD,4900450,IS501100,MI,Purchase Invoice,V.SHIPS MANAGEMENT,12-08-2025,Amol Kunkerkar,22:29.3,Amol Kunkerkar,22:29.3,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14054,03:48.5,Yes,VSA-Corporate Recharge 
VGR731423076,258766V7,142.92,110.72,142.92,SGD,1244130,BS22500,MI,Purchase Invoice,ETHOZ CAPITAL LTD,29-08-2025,Amol Kunkerkar,22:55.0,girisha shirke,46:23.6,,,,LA41379/0825,03:48.5,Yes,GST 9%
VGR731538918,259429V7,-712.46,-551.95,-712.46,SGD,3122500,BS32650,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:44.2,,,,PR-Aug'25,03:48.5,Yes,"SDF, MBMF, SINDA and CDAC- Payable Aug'25"
VGR731538919,259429V7,-1398.77,-1083.65,-1398.77,SGD,3122500,BS32650,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:44.1,,,,PR-Aug'25,03:48.5,Yes,FWL- Payable  Aug'25
VGR731538920,259429V7,-51840,-40161.14,-51840,SGD,3122500,BS32650,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:44.1,,,,PR-Aug'25,03:48.5,Yes,CPF - Payable Aug'25
VGR731539048,259495V7,184615.4,143024.02,184615.4,SGD,5020440,IS307110,JV,Journal Voucher,,26-08-2025,Savita Gaikwad,38:57.8,rehman shaikh,45:04.0,,,,,03:48.5,Yes,Final Payout Prem chand_P08
VGR727205560,259486V7,7196.8,5357.15,7196.8,SGD,5020400,IS311110,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,48:50.2,Mini Nair,06:25.1,,,,,03:48.5,Yes,Prepayment HSBC LIFE (SINGAPORE) PTE. LTD B202510001391
VGR727205586,259487V7,-1215.3,-904.64,-1215.3,SGD,5020400,IS311110,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,49:32.7,Mini Nair,11:55.6,,,,,03:48.5,Yes,Prepayment HSBC LIFE (SINGAPORE) PTE. LTD B202510000926
VGR730882599,259095V7,-4862.17,-3810.48,-4862.17,USD,4000000,IS111150,RV,Journal Voucher (Reversing),,01-08-2025,Savita Gaikwad,12:40.4,Mini Nair,23:39.5,,,CLMONA,,03:48.5,Yes,CL Mona left Management accrual
VGR731559917,259389V7,9.93,7.69,9.93,SGD,1244130,BS22500,MI,Purchase Invoice,Toshiba Tec Singapore Pte Ltd,26-08-2025,Amol Kunkerkar,50:58.8,girisha shirke,46:24.3,,,,GS2508000642,03:48.5,Yes,GST 9%
VGR731559922,259419V7,9,6.97,9,SGD,1244130,BS22500,MI,Purchase Invoice,MITSUI SOKO SINGAPORE,31-08-2025,Amol Kunkerkar,51:14.2,girisha shirke,09:45.9,,,,SSMRM25080028A,03:48.5,Yes,GST 9%
VGR731578006,259450V7,-34312.56,-26582.4,-34312.56,USD,4900320,IS365400,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,28-08-2025,Savita Gaikwad,12:48.1,Savita Gaikwad,12:48.1,VSERGSM0189,BSIN V.SHIPS OFFSHORE (ASIA) PTE. LTD.,,,03:48.5,Yes,V.SHIPS OFFSHORE (ASIA) PTE. LTD. - SHARE OF OFFICE COSTS 
VGR731578009,259451V7,-7500.01,-5810.36,-7500.01,USD,4900320,IS365400,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,28-08-2025,Savita Gaikwad,12:48.1,Savita Gaikwad,12:48.1,VSERGSM0174,VGGS V.GROUP GLOBAL (SINGAPORE) Pte Ltd.,,,03:48.5,Yes,SHARE OF OFFICE COST - AUGUST 2025
VGR731578012,259452V7,-36187.57,-28034.99,-36187.57,USD,4900320,IS365400,SI,Sales Invoice,V.Ships Asia Group Pte Ltd.,28-08-2025,Savita Gaikwad,12:48.1,Savita Gaikwad,12:48.1,VSERGSM0277,BMPL - Belships Management (Singapore) Pte Ltd,,,03:48.5,Yes,SHARE OF OFFICE COSTS 
VGR731579689,259385V7,4.95,3.83,4.95,SGD,1244130,BS22500,MI,Purchase Invoice,OCS COURIER SERVICES PTE LTD ,28-08-2025,Amol Kunkerkar,02:13.1,girisha shirke,57:36.7,,,,S38106033,03:48.5,Yes,GST 9%
VGR731579711,259413V7,184.82,143.18,184.82,SGD,1244130,BS22500,MI,Purchase Invoice,SP SERVICES LTD,11-08-2025,Amol Kunkerkar,02:34.5,girisha shirke,25:11.9,,,,8949657798-2025-08,03:48.5,Yes,GST 9%
VGR731593586,259468V7,52546.5,40708.48,52546.5,SGD,3122500,BS32650,BV,Bank Voucher,,27-08-2025,girisha shirke,33:41.5,girisha shirke,33:41.5,,,,,03:48.5,Yes,CPF BOARD- CPF BOARD FOR AUGUST'25
